928.72,1370.000
928.91,642.000
929.10,835.000
929.30,67.000
929.49,525.000
929.68,1313.000
929.88,648.000
930.07,989.000
930.26,578.000
930.46,988.000
930.65,1295.000
930.84,1315.000
931.03,194.000
931.23,982.000
931.42,990.000
931.61,1214.000
931.81,1275.000
932.00,304.000
932.19,552.000
932.38,454.000
932.58,138.000
932.77,1604.000
932.96,1282.000
933.16,876.000
933.35,4.000
933.54,678.000
933.74,402.000
933.93,814.000
934.12,1408.000
934.31,1108.000
934.51,915.000
934.70,928.000
934.89,909.000
935.08,330.000
935.28,-246.000
935.47,827.000
935.66,-228.000
935.86,409.000
936.05,460.000
936.24,1039.000
936.43,-48.000
936.63,458.000
936.82,-440.000
937.01,1041.000
937.21,-287.000
937.40,317.000
937.59,299.000
937.78,988.000
937.98,975.000
938.17,759.000
938.36,-11.000
938.55,194.000
938.75,-281.000
938.94,498.000
939.13,-459.000
939.33,38.000
939.52,-293.000
939.71,840.000
939.90,609.000
940.10,-321.000
940.29,431.000
940.48,-252.000
940.67,-188.000
940.87,369.000
941.06,545.000
941.25,604.000
941.45,-178.000
941.64,937.000
941.83,-33.000
942.02,1823.000
942.22,587.000
942.41,642.000
942.60,709.000
942.79,750.000
942.99,-271.000
943.18,50.000
943.37,287.000
943.56,594.000
943.76,-34.000
943.95,-578.000
944.14,-501.000
944.33,718.000
944.53,-672.000
944.72,245.000
944.91,-1074.000
945.10,1168.000
945.30,-509.000
945.49,-246.000
945.68,504.000
945.87,392.000
946.07,359.000
946.26,877.000
946.45,303.000
946.64,1053.000
946.84,-367.000
947.03,-188.000
947.22,520.000
947.41,-352.000
947.61,-433.000
947.80,386.000
947.99,-326.000
948.18,450.000
948.38,-188.000
948.57,1441.000
948.76,-635.000
948.95,355.000
949.15,-258.000
949.34,295.000
949.53,-381.000
949.72,950.000
949.92,600.000
950.11,523.000
950.30,-38.000
950.49,560.000
950.69,-785.000
950.88,478.000
951.07,8.000
951.26,-351.000
951.45,-1024.000
951.65,927.000
951.84,6.000
952.03,247.000
952.22,-784.000
952.42,550.000
952.61,-254.000
952.80,-345.000
952.99,-671.000
953.19,-512.000
953.38,425.000
953.57,47.000
953.76,-462.000
953.95,572.000
954.15,-646.000
954.34,-446.000
954.53,-367.000
954.72,-197.000
954.92,-40.000
955.11,-355.000
955.30,-821.000
955.49,723.000
955.68,506.000
955.88,-99.000
956.07,-656.000
956.26,208.000
956.45,12.000
956.65,815.000
956.84,-160.000
957.03,-132.000
957.22,-678.000
957.41,413.000
957.61,86.000
957.80,669.000
957.99,-220.000
958.18,205.000
958.38,-140.000
958.57,-74.000
958.76,-590.000
958.95,-169.000
959.14,-540.000
959.34,-731.000
959.53,-523.000
959.72,-560.000
959.91,-656.000
960.10,-154.000
960.30,-862.000
960.49,480.000
960.68,-662.000
960.87,414.000
961.06,-1194.000
961.26,230.000
961.45,-1180.000
961.64,391.000
961.83,-605.000
962.03,213.000
962.22,-690.000
962.41,-180.000
962.60,402.000
962.79,968.000
962.99,151.000
963.18,-570.000
963.37,-2.000
963.56,875.000
963.75,-527.000
963.95,139.000
964.14,-268.000
964.33,635.000
964.52,-268.000
964.71,862.000
964.91,-637.000
965.10,-148.000
965.29,-416.000
965.48,-261.000
965.67,-503.000
965.86,361.000
966.06,-172.000
966.25,396.000
966.44,-321.000
966.63,-100.000
966.82,244.000
967.02,510.000
967.21,-145.000
967.40,231.000
967.59,25.000
967.78,95.000
967.98,-891.000
968.17,144.000
968.36,-646.000
968.55,-72.000
968.74,-1230.000
968.93,266.000
969.13,-727.000
969.32,-232.000
969.51,-326.000
969.70,442.000
969.89,-688.000
970.09,695.000
970.28,-416.000
970.47,-164.000
970.66,-465.000
970.85,78.000
971.04,610.000
971.24,359.000
971.43,-457.000
971.62,242.000
971.81,103.000
972.00,-479.000
972.19,-13.000
972.39,-297.000
972.58,390.000
972.77,-87.000
972.96,295.000
973.15,979.000
973.35,-713.000
973.54,161.000
973.73,-193.000
973.92,607.000
974.11,47.000
974.30,569.000
974.50,4.000
974.69,437.000
974.88,-2.000
975.07,-152.000
975.26,243.000
975.45,721.000
975.65,-392.000
975.84,541.000
976.03,-22.000
976.22,388.000
976.41,-332.000
976.60,790.000
976.79,-291.000
976.99,-38.000
977.18,-304.000
977.37,251.000
977.56,-352.000
977.75,1018.000
977.94,380.000
978.14,232.000
978.33,626.000
978.52,818.000
978.71,-304.000
978.90,1082.000
979.09,-546.000
979.28,1086.000
979.48,-90.000
979.67,-390.000
979.86,261.000
980.05,724.000
980.24,-110.000
980.43,799.000
980.63,-48.000
980.82,1569.000
981.01,-775.000
981.20,330.000
981.39,597.000
981.58,790.000
981.77,215.000
981.97,1109.000
982.16,240.000
982.35,1787.000
982.54,1235.000
982.73,822.000
982.92,1010.000
983.11,1077.000
983.31,-231.000
983.50,-616.000
983.69,-79.000
983.88,1249.000
984.07,469.000
984.26,1015.000
984.45,-935.000
984.64,-251.000
984.84,-288.000
985.03,1210.000
985.22,447.000
985.41,1255.000
985.60,-980.000
985.79,-544.000
985.98,602.000
986.18,-51.000
986.37,-195.000
986.56,757.000
986.75,-9.000
986.94,262.000
987.13,1893.000
987.32,137.000
987.51,243.000
987.71,78.000
987.90,828.000
988.09,1460.000
988.28,1629.000
988.47,835.000
988.66,-49.000
988.85,1148.000
989.04,-160.000
989.24,1002.000
989.43,-333.000
989.62,1477.000
989.81,947.000
990.00,1245.000
990.19,13.000
990.38,1335.000
990.57,18.000
990.76,1279.000
990.96,-236.000
991.15,187.000
991.34,481.000
991.53,1420.000
991.72,829.000
991.91,1354.000
992.10,-9.000
992.29,1312.000
992.48,968.000
992.68,967.000
992.87,511.000
993.06,1337.000
993.25,273.000
993.44,1896.000
993.63,643.000
993.82,1246.000
994.01,953.000
994.20,2562.000
994.40,1139.000
994.59,2731.000
994.78,1788.000
994.97,2296.000
995.16,2073.000
995.35,2292.000
995.54,1861.000
995.73,3141.000
995.92,2361.000
996.11,2667.000
996.31,2881.000
996.50,3010.000
996.69,3660.000
996.88,3389.000
997.07,3123.000
997.26,3589.000
997.45,2876.000
997.64,3862.000
997.83,2966.000
998.02,5174.000
998.21,1841.000
998.41,3780.000
998.60,2612.000
998.79,4162.000
998.98,2444.000
999.17,3002.000
999.36,1312.000
999.55,3734.000
999.74,1895.000
999.93,3205.000
1000.12,2941.000
1000.31,1650.000
1000.51,2522.000
1000.70,3692.000
1000.89,1529.000
1001.08,2036.000
1001.27,2678.000
1001.46,1866.000
1001.65,2556.000
1001.84,1694.000
1002.03,997.000
1002.22,2927.000
1002.41,1422.000
1002.60,1351.000
1002.80,159.000
1002.99,1524.000
1003.18,971.000
1003.37,412.000
1003.56,1270.000
1003.75,1700.000
1003.94,1070.000
1004.13,979.000
1004.32,2055.000
1004.51,1163.000
1004.70,1114.000
1004.89,1237.000
1005.08,1334.000
1005.27,151.000
1005.47,913.000
1005.66,1503.000
1005.85,-584.000
1006.04,2309.000
1006.23,378.000
1006.42,1332.000
1006.61,443.000
1006.80,1099.000
1006.99,-434.000
1007.18,1037.000
1007.37,-243.000
1007.56,627.000
1007.75,-246.000
1007.94,1800.000
1008.13,1104.000
1008.32,1404.000
1008.52,222.000
1008.71,1083.000
1008.90,316.000
1009.09,661.000
1009.28,812.000
1009.47,804.000
1009.66,1428.000
1009.85,464.000
1010.04,296.000
1010.23,86.000
1010.42,-84.000
1010.61,936.000
1010.80,679.000
1010.99,1014.000
1011.18,671.000
1011.37,-182.000
1011.56,-141.000
1011.75,388.000
1011.94,652.000
1012.14,321.000
1012.33,418.000
1012.52,768.000
1012.71,-475.000
1012.90,598.000
1013.09,-358.000
1013.28,824.000
1013.47,-17.000
1013.66,-441.000
1013.85,-291.000
1014.04,1011.000
1014.23,-318.000
1014.42,-101.000
1014.61,-1348.000
1014.80,-150.000
1014.99,-352.000
1015.18,363.000
1015.37,-271.000
1015.56,194.000
1015.75,206.000
1015.94,907.000
1016.13,154.000
1016.32,-67.000
1016.51,-254.000
1016.70,1010.000
1016.90,-1217.000
1017.09,32.000
1017.28,685.000
1017.47,1229.000
1017.66,-897.000
1017.85,552.000
1018.04,-13.000
1018.23,748.000
1018.42,265.000
1018.61,-430.000
1018.80,-1065.000
1018.99,-182.000
1019.18,-408.000
1019.37,362.000
1019.56,-642.000
1019.75,1048.000
1019.94,413.000
1020.13,-243.000
1020.32,-1068.000
1020.51,447.000
1020.70,-1298.000
1020.89,591.000
1021.08,-483.000
1021.27,634.000
1021.46,-138.000
1021.65,1188.000
1021.84,-294.000
1022.03,93.000
1022.22,-534.000
1022.41,750.000
1022.60,435.000
1022.79,-114.000
1022.98,-385.000
1023.17,-377.000
1023.36,-154.000
1023.55,441.000
1023.74,25.000
1023.93,807.000
1024.12,-682.000
1024.31,775.000
1024.50,-362.000
1024.69,-33.000
1024.88,-988.000
1025.07,-340.000
1025.26,58.000
1025.45,1083.000
1025.64,278.000
1025.83,1079.000
1026.02,-537.000
1026.21,1208.000
1026.40,-118.000
1026.59,365.000
1026.78,-612.000
1026.97,141.000
1027.16,-223.000
1027.35,944.000
1027.54,785.000
1027.73,550.000
1027.92,-350.000
1028.11,99.000
1028.30,-143.000
1028.49,883.000
1028.68,-2.000
1028.87,1245.000
1029.06,-386.000
1029.25,339.000
1029.44,-441.000
1029.63,-423.000
1029.82,213.000
1030.01,414.000
1030.20,-449.000
1030.39,-251.000
1030.58,474.000
1030.77,121.000
1030.96,531.000
1031.15,-185.000
1031.34,-339.000
1031.53,1478.000
1031.72,-915.000
1031.91,-577.000
1032.10,-712.000
1032.29,812.000
1032.48,610.000
1032.67,977.000
1032.86,426.000
1033.05,607.000
1033.24,-71.000
1033.43,52.000
1033.62,-139.000
1033.81,292.000
1034.00,41.000
1034.19,-310.000
1034.38,89.000
1034.57,-584.000
1034.76,-862.000
1034.95,863.000
1035.14,-159.000
1035.33,273.000
1035.52,-608.000
1035.70,112.000
1035.89,478.000
1036.08,510.000
1036.27,420.000
1036.46,516.000
1036.65,-682.000
1036.84,684.000
1037.03,1479.000
1037.22,729.000
1037.41,626.000
1037.60,929.000
1037.79,-253.000
1037.98,-355.000
1038.17,-240.000
1038.36,271.000
1038.55,-307.000
1038.74,371.000
1038.93,-433.000
1039.12,756.000
1039.31,138.000
1039.50,694.000
1039.69,45.000
1039.88,414.000
1040.07,128.000
1040.26,1235.000
1040.44,-9.000
1040.63,967.000
1040.82,646.000
1041.01,674.000
1041.20,-188.000
1041.39,659.000
1041.58,374.000
1041.77,456.000
1041.96,-14.000
1042.15,773.000
1042.34,280.000
1042.53,839.000
1042.72,-6.000
1042.91,563.000
1043.10,-38.000
1043.29,359.000
1043.48,-34.000
1043.67,674.000
1043.85,108.000
1044.04,333.000
1044.23,375.000
1044.42,94.000
1044.61,-313.000
1044.80,-866.000
1044.99,355.000
1045.18,-109.000
1045.37,312.000
1045.56,512.000
1045.75,874.000
1045.94,230.000
1046.13,-956.000
1046.32,211.000
1046.51,1001.000
1046.70,39.000
1046.88,272.000
1047.07,295.000
1047.26,-460.000
1047.45,794.000
1047.64,1145.000
1047.83,1886.000
1048.02,619.000
1048.21,79.000
1048.40,-331.000
1048.59,782.000
1048.78,136.000
1048.97,1429.000
1049.16,174.000
1049.34,530.000
1049.53,873.000
1049.72,908.000
1049.91,958.000
1050.10,1768.000
1050.29,-89.000
1050.48,1069.000
1050.67,405.000
1050.86,1337.000
